"date","Elev (m)"
1985-09-17,290.52012
1985-09-18,290.52012
1985-09-19,290.654232
1985-09-20,290.654232
1985-09-21,290.654232
1985-09-22,290.800536
1985-09-23,290.84016
1985-09-24,290.995608
1985-09-25,291.108384
1985-09-26,291.135816
1985-09-27,291.135816
1985-09-28,291.135816
1985-09-29,291.32784
1985-09-30,291.391848
1985-10-01,291.416232
1985-10-02,291.437568
1985-10-03,291.507672
1985-10-04,291.507672
1985-10-05,291.507672
1985-10-06,291.6936
1985-10-07,291.794184
1985-10-08,291.894768
1985-10-09,292.248336
1985-10-10,291.961824
1985-10-11,291.961824
1985-10-12,291.961824
1985-10-13,291.961824
1985-10-14,291.995352
1985-10-15,292.1508
1985-10-16,292.102032
1985-10-17,292.138608
1985-10-18,292.138608
1985-10-19,292.138608
1985-10-20,292.239192
1985-10-21,292.327584
1985-10-22,292.495224
1985-10-23,292.598856
1985-10-24,292.74516
1985-10-25,292.74516
1985-10-26,292.74516
1985-10-27,292.964616
1985-10-28,293.013384
1985-10-29,293.071296
1985-10-30,293.162736
1985-10-31,293.238936
1985-11-01,293.238936
1985-11-02,293.238936
1985-11-03,293.345616
1985-11-04,293.406576
1985-11-05,293.4462
1985-11-06,293.504112
1985-11-07,293.519352
1985-11-08,293.519352
1985-11-09,293.519352
1985-11-10,293.519352
1985-11-11,293.72052
1985-11-12,293.741856
1985-11-13,293.815008
1985-11-14,293.848536
1985-11-15,293.848536
1985-11-16,293.848536
1985-11-17,294.07104
1985-11-18,294.107616
1985-11-19,293.982648
1985-11-20,294.0558
1985-11-21,294.077136
1985-11-22,294.077136
1985-11-23,294.077136
1985-11-24,294.153336
1985-11-25,294.165528
1985-11-26,294.232584
1985-11-27,294.232584
1985-11-28,294.232584
1985-11-29,294.232584
1985-11-30,294.232584
1985-12-01,294.95496
1985-12-02,295.616376
1985-12-03,296.09796
1985-12-04,296.271696
1985-12-05,296.485056
1985-12-06,296.485056
1985-12-07,296.485056
1985-12-08,296.485056
1985-12-09,297.234864
1985-12-10,297.338496
1985-12-11,297.417744
1985-12-12,297.53052
1985-12-13,297.53052
1985-12-14,297.53052
1985-12-15,297.737784
1985-12-16,297.783504
1985-12-17,297.88104
1985-12-18,297.88104
1985-12-19,298.127928
1985-12-20,298.127928
1985-12-21,298.127928
1985-12-22,298.207176
1985-12-23,298.194984
1985-12-24,298.194984
1985-12-25,298.310808
1985-12-26,298.393104
1985-12-27,298.393104
1985-12-28,298.393104
1985-12-29,298.58208
1985-12-30,298.67352
1985-12-31,298.67352
1986-01-01,298.67352
1986-01-02,298.67352
1986-01-03,298.67352
1986-01-04,298.67352
1986-01-05,298.67352
1986-01-06,298.67352
1986-01-07,298.67352
1986-01-08,298.67352
1986-01-09,298.67352
1986-01-10,298.67352
1986-01-11,298.67352
1986-01-12,298.67352
1986-01-13,298.67352
1986-01-14,298.67352
1986-01-15,298.67352
1986-01-16,298.67352
1986-01-17,298.67352
1986-01-18,298.67352
1986-01-19,298.67352
1986-01-20,298.67352
1986-01-21,298.67352
1986-01-22,298.67352
1986-01-23,298.67352
1986-01-24,298.67352
1986-01-25,298.67352
1986-01-26,298.67352
1986-01-27,298.67352
1986-01-28,298.67352
1986-01-29,298.67352
1986-01-30,298.67352
1986-01-31,298.67352
1986-02-01,298.67352
1986-02-02,298.67352
1986-02-03,298.67352
1986-02-04,298.67352
1986-02-05,298.67352
1986-02-06,298.67352
1986-02-07,298.67352
1986-02-08,298.67352
1986-02-09,298.67352
1986-02-10,298.67352
1986-02-11,298.67352
1986-02-12,298.67352
1986-02-13,298.67352
1986-02-14,298.67352
1986-02-15,298.67352
1986-02-16,298.67352
1986-02-17,298.67352
1986-02-18,298.67352
1986-02-19,298.67352
1986-02-20,298.67352
1986-02-21,298.67352
1986-02-22,298.67352
1986-02-23,298.67352
1986-02-24,298.67352
1986-02-25,298.67352
1986-02-26,298.67352
1986-02-27,298.67352
1986-02-28,298.67352
1986-03-01,298.67352
1986-03-02,298.67352
1986-03-03,298.67352
1986-03-04,298.67352
1986-03-05,298.67352
1986-03-06,298.67352
1986-03-07,298.67352
1986-03-08,298.67352
1986-03-09,298.67352
1986-03-10,298.67352
1986-03-11,298.67352
1986-03-12,298.67352
1986-03-13,298.67352
1986-03-14,298.67352
1986-03-15,298.67352
1986-03-16,298.67352
1986-03-17,298.67352
1986-03-18,298.67352
1986-03-19,298.67352
1986-03-20,298.67352
1986-03-21,298.67352
1986-03-22,298.67352
1986-03-23,298.67352
1986-03-24,298.67352
1986-03-25,298.67352
1986-03-26,298.67352
1986-03-27,298.67352
1986-03-28,298.67352
1986-03-29,298.67352
1986-03-30,298.67352
1986-03-31,298.67352
1986-04-01,298.67352
1986-04-02,298.67352
1986-04-03,298.67352
1986-04-04,298.67352
1986-04-05,298.67352
1986-04-06,298.67352
1986-04-07,298.67352
1986-04-08,298.67352
1986-04-09,298.67352
1986-04-10,298.67352
1986-04-11,298.67352
1986-04-12,298.67352
1986-04-13,298.67352
1986-04-14,298.67352
1986-04-15,298.67352
1986-04-16,298.67352
1986-04-17,298.67352
1986-04-18,298.67352
1986-04-19,298.67352
1986-04-20,298.67352
1986-04-21,298.67352
1986-04-22,298.67352
1986-04-23,298.67352
1986-04-24,298.67352
1986-04-25,298.67352
1986-04-26,298.67352
1986-04-27,298.67352
1986-04-28,298.67352
1986-04-29,298.67352
1986-04-30,298.67352
1986-05-01,298.67352
1986-05-02,298.67352
1986-05-03,298.67352
1986-05-04,298.67352
1986-05-05,298.67352
1986-05-06,298.67352
1986-05-07,298.67352
1986-05-08,298.67352
1986-05-09,298.67352
1986-05-10,298.67352
1986-05-11,298.67352
1986-05-12,298.67352
1986-05-13,298.67352
1986-05-14,298.67352
1986-05-15,298.67352
1986-05-16,298.67352
1986-05-17,298.67352
1986-05-18,298.67352
1986-05-19,298.67352
1986-05-20,298.67352
1986-05-21,298.67352
1986-05-22,298.67352
1986-05-23,298.67352
1986-05-24,298.67352
1986-05-25,298.67352
1986-05-26,298.67352
1986-05-27,298.67352
1986-05-28,298.67352
1986-05-29,298.67352
1986-05-30,298.67352
1986-05-31,298.67352
1986-06-01,298.67352
1986-06-02,298.67352
1986-06-03,298.67352
1986-06-04,298.67352
1986-06-05,298.67352
1986-06-06,298.67352
1986-06-07,298.67352
1986-06-08,298.67352
1986-06-09,298.67352
1986-06-10,298.67352
1986-06-11,298.67352
1986-06-12,298.67352
1986-06-13,298.67352
1986-06-14,298.67352
1986-06-15,298.67352
1986-06-16,298.67352
1986-06-17,298.67352
1986-06-18,298.67352
1986-06-19,298.67352
1986-06-20,298.67352
1986-06-21,298.67352
1986-06-22,298.67352
1986-06-23,298.67352
1986-06-24,298.67352
1986-06-25,298.67352
1986-06-26,298.67352
1986-06-27,298.67352
1986-06-28,298.67352
1986-06-29,298.67352
1986-06-30,298.67352
1986-07-01,298.67352
1986-07-02,298.67352
1986-07-03,298.67352
1986-07-04,298.67352
1986-07-05,298.67352
1986-07-06,298.67352
1986-07-07,298.67352
1986-07-08,298.67352
1986-07-09,298.67352
1986-07-10,298.67352
1986-07-11,298.67352
1986-07-12,298.67352
1986-07-13,298.67352
1986-07-14,298.67352
1986-07-15,298.67352
1986-07-16,298.67352
1986-07-17,298.67352
1986-07-18,298.67352
1986-07-19,298.67352
1986-07-20,298.67352
1986-07-21,298.67352
1986-07-22,298.67352
1986-07-23,298.67352
1986-07-24,298.67352
1986-07-25,298.67352
1986-07-26,298.67352
1986-07-27,298.67352
1986-07-28,298.67352
1986-07-29,298.67352
1986-07-30,298.67352
1986-07-31,298.67352
1986-08-01,298.67352
1986-08-02,298.67352
1986-08-03,298.67352
1986-08-04,298.67352
1986-08-05,298.67352
1986-08-06,298.67352
1986-08-07,298.67352
1986-08-08,298.67352
1986-08-09,298.67352
1986-08-10,298.67352
1986-08-11,298.67352
1986-08-12,298.67352
1986-08-13,298.67352
1986-08-14,298.67352
1986-08-15,298.67352
1986-08-16,298.67352
1986-08-17,298.67352
1986-08-18,298.67352
1986-08-19,298.67352
1986-08-20,298.67352
1986-08-21,298.67352
1986-08-22,298.67352
1986-08-23,298.67352
1986-08-24,298.67352
1986-08-25,298.67352
1986-08-26,298.67352
1986-08-27,298.67352
1986-08-28,298.67352
1986-08-29,298.67352
1986-08-30,298.67352
1986-08-31,298.67352
1986-09-01,298.67352
1986-09-02,298.67352
1986-09-03,298.67352
1986-09-04,298.67352
1986-09-05,298.67352
1986-09-06,298.67352
1986-09-07,298.67352
1986-09-08,298.67352
1986-09-09,298.67352
1986-09-10,298.67352
1986-09-11,298.67352
1986-09-12,298.67352
1986-09-13,298.67352
1986-09-14,298.67352
1986-09-15,298.67352
1986-09-16,298.67352
1986-09-17,298.67352
1986-09-18,298.67352
1986-09-19,298.67352
1986-09-20,298.67352
1986-09-21,298.67352
1986-09-22,298.67352
1986-09-23,298.67352
1986-09-24,298.67352
1986-09-25,298.67352
1986-09-26,298.67352
1986-09-27,298.67352
1986-09-28,298.67352
1986-09-29,298.67352
1986-09-30,298.67352
1986-10-01,298.67352
1986-10-02,298.67352
1986-10-03,298.67352
1986-10-04,298.67352
1986-10-05,298.67352
1986-10-06,298.67352
1986-10-07,298.67352
1986-10-08,298.67352
1986-10-09,298.67352
1986-10-10,298.67352
1986-10-11,298.67352
1986-10-12,298.67352
1986-10-13,298.67352
1986-10-14,298.67352
1986-10-15,298.67352
1986-10-16,298.67352
1986-10-17,298.67352
1986-10-18,298.67352
1986-10-19,298.67352
1986-10-20,298.67352
1986-10-21,298.67352
1986-10-22,298.67352
1986-10-23,298.67352
1986-10-24,298.67352
1986-10-25,298.67352
1986-10-26,298.67352
1986-10-27,298.67352
1986-10-28,298.67352
1986-10-29,298.67352
1986-10-30,298.67352
1986-10-31,298.67352
1986-11-01,298.67352
1986-11-02,298.67352
1986-11-03,298.67352
1986-11-04,298.67352
1986-11-05,298.67352
1986-11-06,298.67352
1986-11-07,298.67352
1986-11-08,298.67352
1986-11-09,298.67352
1986-11-10,298.67352
1986-11-11,298.67352
1986-11-12,298.67352
1986-11-13,298.67352
1986-11-14,298.67352
1986-11-15,298.67352
1986-11-16,298.67352
1986-11-17,298.67352
1986-11-18,298.67352
1986-11-19,298.67352
1986-11-20,298.67352
1986-11-21,298.67352
1986-11-22,298.67352
1986-11-23,298.67352
1986-11-24,298.67352
1986-11-25,298.67352
1986-11-26,298.67352
1986-11-27,298.67352
1986-11-28,298.67352
1986-11-29,298.67352
1986-11-30,298.67352
1986-12-01,298.67352
1986-12-02,298.67352
1986-12-03,298.67352
1986-12-04,298.67352
1986-12-05,298.67352
1986-12-06,298.67352
1986-12-07,298.67352
1986-12-08,298.67352
1986-12-09,298.67352
1986-12-10,298.67352
1986-12-11,298.67352
1986-12-12,298.67352
1986-12-13,298.67352
1986-12-14,298.67352
1986-12-15,298.67352
1986-12-16,298.67352
1986-12-17,298.67352
1986-12-18,298.67352
1986-12-19,298.67352
1986-12-20,298.67352
1986-12-21,298.67352
1986-12-22,298.67352
1986-12-23,298.67352
1986-12-24,298.67352
1986-12-25,298.67352
1986-12-26,298.67352
1986-12-27,298.67352
1986-12-28,298.67352
1986-12-29,298.67352
1986-12-30,298.67352
1986-12-31,298.67352
1987-01-01,298.67352
1987-01-02,298.67352
1987-01-03,298.67352
1987-01-04,298.67352
1987-01-05,306.677568
1987-01-06,306.845208
1987-01-07,307.003704
1987-01-08,307.003704
1987-01-09,307.003704
1987-01-10,307.003704
1987-01-11,307.003704
1987-01-12,307.003704
1987-01-13,307.003704
1987-01-14,307.003704
1987-01-15,307.003704
1987-01-16,307.003704
1987-01-17,307.003704
1987-01-18,307.003704
1987-01-19,307.003704
1987-01-20,307.003704
1987-01-21,307.003704
1987-01-22,307.003704
1987-01-23,307.003704
1987-01-24,307.003704
1987-01-25,307.003704
1987-01-26,307.003704
1987-01-27,307.003704
1987-01-28,307.003704
1987-01-29,307.003704
1987-01-30,307.003704
1987-01-31,307.003704
1987-02-01,307.003704
1987-02-02,307.003704
1987-02-03,307.003704
1987-02-04,307.003704
1987-02-05,307.003704
1987-02-06,307.003704
1987-02-07,307.003704
1987-02-08,307.003704
1987-02-09,307.003704
1987-02-10,307.003704
1987-02-11,307.003704
1987-02-12,307.003704
1987-02-13,307.003704
1987-02-14,307.003704
1987-02-15,307.003704
1987-02-16,307.003704
1987-02-17,307.003704
1987-02-18,307.003704
1987-02-19,307.003704
1987-02-20,307.003704
1987-02-21,307.003704
1987-02-22,307.003704
1987-02-23,307.003704
1987-02-24,307.003704
1987-02-25,307.003704
1987-02-26,307.003704
1987-02-27,307.003704
1987-02-28,307.003704
1987-03-01,307.003704
1987-03-02,307.003704
1987-03-03,307.003704
1987-03-04,307.003704
1987-03-05,307.003704
1987-03-06,307.003704
1987-03-07,307.003704
1987-03-08,307.003704
1987-03-09,307.003704
1987-03-10,307.003704
1987-03-11,307.003704
1987-03-12,307.003704
1987-03-13,307.003704
1987-03-14,307.003704
1987-03-15,307.003704
1987-03-16,307.003704
1987-03-17,307.003704
1987-03-18,307.003704
1987-03-19,307.003704
1987-03-20,307.003704
1987-03-21,307.003704
1987-03-22,307.003704
1987-03-23,307.003704
1987-03-24,307.003704
1987-03-25,307.003704
1987-03-26,307.003704
1987-03-27,307.003704
1987-03-28,307.003704
1987-03-29,307.003704
1987-03-30,307.003704
1987-03-31,307.003704
1987-04-01,307.003704
1987-04-02,307.003704
1987-04-03,307.003704
1987-04-04,307.003704
1987-04-05,307.003704
1987-04-06,307.003704
1987-04-07,307.003704
1987-04-08,307.003704
1987-04-09,307.003704
1987-04-10,307.003704
1987-04-11,307.003704
1987-04-12,307.003704
1987-04-13,307.003704
1987-04-14,307.003704
1987-04-15,307.003704
1987-04-16,307.003704
1987-04-17,307.003704
1987-04-18,307.003704
1987-04-19,307.003704
1987-04-20,307.003704
1987-04-21,307.003704
1987-04-22,307.003704
1987-04-23,307.003704
1987-04-24,307.003704
1987-04-25,307.003704
1987-04-26,307.003704
1987-04-27,307.003704
1987-04-28,307.003704
1987-04-29,307.003704
1987-04-30,307.003704
1987-05-01,307.003704
1987-05-02,307.003704
1987-05-03,307.003704
1987-05-04,307.003704
1987-05-05,307.003704
1987-05-06,307.003704
1987-05-07,307.003704
1987-05-08,307.003704
1987-05-09,307.003704
1987-05-10,307.003704
1987-05-11,307.003704
1987-05-12,307.003704
1987-05-13,307.003704
1987-05-14,307.003704
1987-05-15,307.003704
1987-05-16,307.003704
1987-05-17,307.003704
1987-05-18,307.003704
1987-05-19,307.003704
1987-05-20,307.003704
1987-05-21,307.003704
1987-05-22,307.003704
1987-05-23,307.003704
1987-05-24,316.415928
1987-05-25,316.415928
1987-05-26,316.415928
1987-05-27,316.415928
1987-05-28,316.415928
1987-05-29,316.415928
1987-05-30,316.415928
1987-05-31,316.415928
1987-06-01,316.415928
1987-06-02,316.415928
1987-06-03,316.415928
1987-06-04,316.415928
1987-06-05,316.415928
1987-06-06,316.415928
1987-06-07,316.415928
1987-06-08,316.415928
1987-06-09,316.415928
1987-06-10,316.415928
1987-06-11,316.415928
1987-06-12,316.415928
1987-06-13,316.415928
1987-06-14,316.415928
1987-06-15,312.48096
1987-06-16,312.304176
1987-06-17,312.05424
1987-06-18,312.05424
1987-06-19,312.05424
1987-06-20,311.33796
1987-06-21,311.10936
1987-06-22,310.920384
1987-06-23,310.734456
1987-06-24,310.54548
1987-06-25,310.54548
1987-06-26,310.54548
1987-06-27,310.024272
1987-06-28,309.442104
1987-06-29,309.161688
1987-06-30,308.969664
1987-07-01,308.789832
1987-07-02,308.789832
1987-07-03,308.789832
1987-07-04,308.033928
1987-07-05,307.805328
1987-07-06,307.622448
1987-07-07,307.351176
1987-07-08,307.140864
1987-07-09,307.140864
1987-07-10,307.140864
1987-07-11,306.281328
1987-07-12,306.046632
1987-07-13,306.046632
1987-07-14,305.589432
1987-07-15,305.373024
1987-07-16,305.373024
1987-07-17,305.373024
1987-07-18,304.696368
1987-07-19,304.361088
1987-07-20,304.117248
1987-07-21,304.108104
1987-07-22,303.708816
1987-07-23,303.708816
1987-07-24,303.708816
1987-07-25,302.84928
1987-07-26,302.65116
1987-07-27,302.440848
1987-07-28,302.215296
1987-07-29,301.983648
1987-07-30,301.983648
1987-07-31,301.983648
1987-08-01,301.2186
1987-08-02,300.861984
1987-08-03,300.590712
1987-08-04,300.359064
1987-08-05,300.130464
1987-08-06,300.130464
1987-08-07,300.130464
1987-08-08,299.347128
1987-08-09,299.11548
1987-08-10,299.11548
1987-08-11,298.572936
1987-08-12,298.240704
1987-08-13,298.240704
1987-08-14,298.240704
1987-08-15,297.231816
1987-08-16,296.9514
1987-08-17,296.713656
1987-08-18,296.457624
1987-08-19,296.192448
1987-08-20,296.192448
1987-08-21,296.192448
1987-08-22,295.29024
1987-08-23,295.055544
1987-08-24,294.78732
1987-08-25,294.601392
1987-08-26,294.400224
1987-08-27,294.400224
1987-08-28,294.400224
1987-08-29,293.9034
1987-08-30,293.714424
1987-08-31,293.653464
1987-09-01,293.574216
1987-09-02,293.494968
1987-09-03,293.494968
1987-09-04,293.494968
1987-09-05,293.494968
1987-09-06,293.184072
1987-09-07,293.159688
1987-09-08,293.199312
1987-09-09,293.193216
1987-09-10,293.193216
1987-09-11,293.193216
1987-09-12,293.20236
1987-09-13,293.220648
1987-09-14,293.266368
1987-09-15,293.30904
1987-09-16,293.409624
1987-09-17,293.409624
1987-09-18,293.409624
1987-09-19,293.494968
1987-09-20,293.494968
1987-09-21,293.53764
1987-09-22,293.574216
1987-09-23,293.5986
1987-09-24,293.5986
1987-09-25,293.5986
1987-09-26,293.56812
1987-09-27,293.558976
1987-09-28,293.62908
1987-09-29,293.671752
1987-09-30,293.70528
1987-10-01,293.70528
1987-10-02,293.70528
1987-10-03,293.696136
1987-10-04,293.671752
1987-10-05,293.717472
1987-10-06,293.78148
1987-10-07,293.839392
1987-10-08,293.839392
1987-10-09,293.839392
1987-10-10,293.839392
1987-10-11,294.074088
1987-10-12,294.128952
1987-10-13,294.128952
1987-10-14,294.339264
1987-10-15,294.339264
1987-10-16,294.49776
1987-10-17,294.525192
1987-10-18,294.610536
1987-10-19,294.717216
1987-10-20,294.805608
1987-10-21,294.897048
1987-10-22,294.897048
1987-10-23,294.897048
1987-10-24,295.131744
1987-10-25,295.210992
1987-10-26,295.317672
1987-10-27,295.418256
1987-10-28,295.543224
1987-10-29,295.543224
1987-10-30,295.543224
1987-10-31,295.774872
1987-11-01,295.890696
1987-11-02,295.954704
1987-11-03,296.012616
1987-11-04,296.040048
1987-11-05,296.040048
1987-11-06,296.040048
1987-11-07,296.165016
1987-11-08,296.210736
1987-11-09,296.210736
1987-11-10,296.393616
1987-11-11,296.466768
1987-11-12,296.466768
1987-11-13,296.466768
1987-11-14,296.70756
1987-11-15,296.762424
1987-11-16,296.789856
1987-11-17,296.84472
1987-11-18,296.899584
1987-11-19,296.899584
1987-11-20,296.899584
1987-11-21,297.030648
1987-11-22,297.064176
1987-11-23,297.186096
1987-11-24,297.186096
1987-11-25,297.186096
1987-11-26,297.186096
1987-11-27,297.186096
1987-11-28,297.368976
1987-11-29,297.50004
1987-11-30,297.768264
1987-12-01,298.405296
1987-12-02,298.792392
1987-12-03,298.792392
1987-12-04,299.834808
1987-12-05,300.718728
1987-12-06,301.242984
1987-12-07,301.70628
1987-12-08,302.264064
1987-12-09,303.038256
1987-12-10,303.038256
1987-12-11,303.038256
1987-12-12,303.864264
1987-12-13,304.031904
1987-12-14,304.233072
1987-12-15,304.431192
1987-12-16,304.595784
1987-12-17,304.595784
1987-12-18,304.595784
1987-12-19,304.864008
1987-12-20,304.98288
1987-12-21,305.113944
1987-12-22,305.232816
1987-12-23,305.232816
1987-12-24,305.232816
1987-12-25,305.232816
1987-12-26,305.232816
1987-12-27,305.671728
1987-12-28,305.808888
1987-12-29,305.918616
1987-12-30,306.000912
1987-12-31,306.000912
1988-01-01,306.000912
1988-01-02,306.000912
1988-01-03,306.235608
1988-01-04,306.482496
1988-01-05,306.482496
1988-01-06,306.482496
1988-01-07,307.003704
1988-01-08,307.17744
1988-01-09,307.399944
1988-01-10,307.768752
1988-01-11,308.332632
1988-01-12,308.677056
1988-01-13,308.908704
1988-01-14,309.192168
1988-01-15,309.481728
1988-01-16,309.481728
1988-01-17,310.17972
1988-01-18,310.40832
1988-01-19,310.609488
1988-01-20,310.749696
1988-01-21,310.91124
1988-01-22,311.030112
1988-01-23,311.106312
1988-01-24,311.164224
1988-01-25,311.289192
1988-01-26,311.420256
1988-01-27,311.539128
1988-01-28,311.664096
1988-01-29,311.664096
1988-01-30,311.664096
1988-01-31,312.325512
1988-02-01,312.453528
1988-02-02,312.55716
1988-02-03,312.657744
1988-02-04,312.746136
1988-02-05,312.819288
1988-02-06,312.898536
1988-02-07,312.977784
1988-02-08,313.047888
1988-02-09,313.130184
1988-02-10,313.224672
1988-02-11,313.392312
1988-02-12,313.474608
1988-02-13,313.54776
1988-02-14,313.54776
1988-02-15,313.70016
1988-02-16,313.764168
1988-02-17,313.815984
1988-02-18,313.889136
1988-02-19,313.889136
1988-02-20,313.889136
1988-02-21,314.11164
1988-02-22,314.178696
1988-02-23,314.254896
1988-02-24,314.328048
1988-02-25,314.398152
1988-02-26,314.398152
1988-02-27,314.398152
1988-02-28,314.474352
1988-02-29,314.532264
1988-03-01,314.678568
1988-03-02,314.75172
1988-03-03,314.81268
1988-03-04,314.81268
1988-03-05,314.81268
1988-03-06,313.44108
1988-03-07,315.068712
1988-03-08,315.169296
1988-03-09,315.169296
